label,tweet
NEGATIVE,#MuslimVoteCall CONGRESSi and Rahul Gandhi are not only communal but also Decoits Ask that mad lady the definition of jobs Nishant you punk just get lost and go amp clean toilets of 10 Janpath you skunk
POSITIVE,He RahulGandhi is acting like a monkey
POSITIVE,Tabhi to tweet kiya hu I am a designer and can build this type of paper cut dear So dont blame to my common sense Do your Job
NEGATIVE,But I repeatedly changes the medicine but subtitles medicine with same combinations are not functioning well and I request you to go every pharmacys or drugs dealer as I have stated in my earlier about heavy prices hike of essential medicines is it correct or incorrect
NEUTRAL,Jay ho Di
POSITIVE,My best wishes to RahulGandhi ji
NEUTRAL,Lier Rahul Gandhi
NEUTRAL,Ek aur jhood bas bhi karo digest nahi hota
POSITIVE,Congratulations
NEGATIVE,Beta ye to bata do jyada pyar Bayanad ya Amethi ka Agar dono jagah ke jite to resign Kahan se karoge
POSITIVE,Dear RahulGandhi before this debate I challenge you to give a list of 5 acheivments of yourself
NEGATIVE,#MuslimVoteCall Rahul Gandhi is communal and my suggestion to this fat lady in maroon sari that we have elected Adityanath and stop criticizing elected people who have been elected by us
NEGATIVE,Everyday Bjp leaders are abusing Rahul Gandhi and his family Even today modiji said something about late shri Rajiv Gandhi Is it that appropriate
NEGATIVE,Even Imran Disappointed
POSITIVE,NYAY is more powerful than RDX and impact will be more than Mumbai blast
POSITIVE,Sounds like Rahul Gandhi
NEUTRAL,narendramodi AmitShah RajveersinghUP BJP4UP Rahulgandhi priyankagandhi SoniyaGandhi10 PremShuklaBJP ShelarAshish DevFadnavis KamalNathCM Jago india Jago see real face ofcongress culture doing interference in income tax raidRahulji pl your comments for above pl
NEGATIVE,Chor Parivar aur pilley dream to rule this country again Question does not arise Papu must quit the politics and dismiss MP CM for stealing infant children funds for corrupting voters Lalu eated fodder but Rahul u r shit
NEUTRAL,The schemes are only for exhibition go and ask at medicines shopfor example in 2014 what is the price of a bottle of Aristozyme n what is the price of a strip of Reblet D and compare the price with 2019 then you will know exact proportion rate of price hike between the span
NEGATIVE,REPORT OF LAST FOUR YEARS JOB NO ACCURATE DATA BLACK MONEY GST CHANGES ACCORDING TO ELECTIONS ADHARCARD OBJECTED WHEN IN OPPOSITION RESULT 000100 narendramodi RahulGandhi priyankagandhi
NEUTRAL,Are sir apna loan kyo Diya itna joo unha bhagana Padaa
POSITIVE,Finally i agree with something u said after a long time We are caught in a catch 22 situation
NEUTRAL,nrendr modi or rahul Gandhi ke bich deevt hona chahiye
POSITIVE,Apart from politics I just love the way Priyanka Gandhi ji loves her brother RahulGandhi What a loving family #voteforRahul #Rahulforpm #INC #PriyankaGandhi
NEUTRAL,Cheap data packs has resulted in so much of venom being spread out This is not digital India Spread the facts 201419 BDUTT rahulkanwal RahulGandhi YogendraYadav sardesairajdeep ShashiTharoor yadavakhilesh sagarikaghose
NEGATIVE,Im expecting PhD in abusing Rahul Gandhi
NEUTRAL,Ryt
NEUTRAL,Chor kya ladega police se
NEUTRAL,Inke muhu Mai dalo
POSITIVE,Rahul Gandhis statements today after Courts order are non sense and cotain falsehood indicating that he is totally unfit for any leadership role like top leaders of Bjp
NEUTRAL,RahulGandhi Pyar se mere saath debate kar na Accha tell me whose money is this 281 Crores
NEUTRAL,Mayawati MamataOfficial ArvindKejriwal ncbn TelanganaCMO yadavakhilesh YashwantSinha NaveenOdisha PawarSpeaks SitaramYechury FarooqAbdullah yadavtejashwi MPKTSTulsi pbhushan1 PChidambaramIN KapilSibal ManishTewari ambkcsingh kanhaiyakumar SanjayAzadSln
NEUTRAL,Done prices hike of all the essential medicines
NEGATIVE,The same RahulGandhi you are talking about has made the entire BJP a pappu Now stop telling lies Your truth is there for everyone to see
NEUTRAL,Are chehre pe C likha hai
NEUTRAL,RahulGandhi
NEGATIVE,Congress president RahulGandhi at a rally in #Katihar Bihar launched a stinging attack on #PMModi over alleged irregularities in the #RafaleDeal and public sector banks and challenged him to a debate on the issue of corruption #JanSankalpRally
NEUTRAL,Rahul Gandhi zindabad
NEUTRAL,Isse ghatiya insaan nahi dekha
NEGATIVE,RahulGandhi and looters toli INCIndia are becoming your law makers the scammers and looters will shape indias future we will not allow u to do sogali gali me shor hai Jija Sala chor hai
POSITIVE,RahulGandhi looks more confident than ever best wishes to him
NEUTRAL,OmarAbdullah cant even Imagine if t would happened Then RahulGandhi have to give #agnipariksha shr
NEUTRAL,RahulGandhi WithPGV WithRPN drajoykumar INCJharkhand INCIndia MahilaCongress abhaSin93574099
POSITIVE,Very healthy challenge but if first question is from PM as He is Senior in a better post about Bofors Agusta Westland then National Herald Oh no
NEUTRAL,RahulGandhi priyankac19 PriyankaGanddhi INCIndia
NEUTRAL,Jai congress
POSITIVE,Jawaharlal se Rahul tak kyon ghotala pichha karta ha
NEUTRAL,Rahul yaar school nhi gye aaj
NEUTRAL,Kalu jab bhi bole gandi badabu hi nikale
NEUTRAL,Lallulal imran khan ko pata hai ki kashmir samsya ke hal k liye koi dimag wala chahiye Koi gadha nahi isliye ArvindKejriwal RahulGandhi kailashoffline AmitKumarSoman1 deshbhkt #itsmoditime
NEUTRAL,Rahul Gandhi ji next P M #BengalWithRahulGandhi
NEGATIVE,Shame on you to say this which is quite contradictory to the facts of having done scams after scams leading policy paralysis or indecision during UPA 2 Were you sleeping during 10 years of misrule or your 60 years of rule Just cant digest the blatant attempts
NEGATIVE,Chowkidar Chor hai is the output of Rafale scam expose We shd thank Rahul Gandhi for this slogan reverberating in nook and corner of this country First time voters of 2014 were cheated by Modi in 2014 First time voters of 2019 will teach Modi a lesson
POSITIVE,ncbn sir the election in AP will be over tomorrow Would request you to campaign for other opposition parties Viz TMC INC BJD to help them to win maximum seats to through out the ranga billa govt MamataOfficial INCIndia RahulGandhi yadavtejashwi hdkumaraswamy
NEUTRAL,Chal jutha
NEUTRAL,Rahul ji apka mai Amethi me swagt krta hu
NEGATIVE,You are lying to Indians
NEGATIVE,All Evidence are with ManmohanSingh SoniaGandhi Go amp Get every thing you are asking RahulGandhi INCIndia YOUR VOTE WILL DECIDE WHETHER WE GET A PM WHO BENDS TOWARDS TERRORISTS OR A PM WHO FIGHTS AGAINST THEMnarendramodi BJP4India ZeeNews republic
NEUTRAL,RahulGandhi
POSITIVE,Rahul Gandhi are you paidaisi Behuda Where Supreme Court has said that PM ne chori ki hai PL Share the judgement with public Otherwise public Will think that a stupid person is speaking
NEUTRAL,Rahul Gandhi zindabad
NEUTRAL,RahulGandhi
NEGATIVE,EC to not allowing release of Modi biopic does not seem well in liberal democracy Conduct of so called liberals leaded by Naseeruddin Shah does not portray good spirit Contempt Of Court BJPs Fresh Accusation Against Rahul Gandhi On Rafale NDTV
POSITIVE,Imagine how strong PM Is that u have been speaking about him for last five years except that u cannot speak anything else great man Rahul atleast u acknowledge how strong our PM is
NEGATIVE,Some one from INC can ask PC a Tamilian by birth No other good qualities of being a Tamilian to translate this to Raga PC was the chairman of the team INC which prepared the INCs election manifesto
NEUTRAL,How does the Tukde Gang come in to the picture
POSITIVE,Mirchi lag gayi comedian ko
NEUTRAL,Rahul Gandhi Kumar Swamy Tej Pratap
NEGATIVE,The wrongdoings of BJP is a seduced public many times but the credibility of RahulGandhi has no more left In wayanad he alling with Muslims fundamentalists for votes Is that not wrong NaghmaSahar ndtvindia
NEGATIVE,I think after a very long time the common man has voted in 2014 and again in 2019they would vote Soch Samajh Kar I doubt if people really vote using soch samajh karthen what would happen to RahulGandhi #JustAsking
NEUTRAL,You will be grilled
POSITIVE,How much Besharm is Rahul Gandhi Investigating agency has recovered millions of cash looted from treasury by the CM of MP But Rahul Gandhi hast spoken a single word on the matter Court has accepted the review petition and hes delivering the judgement that PM Chore hai
POSITIVE,ahmedpatel Your president of party RahulGandhi barks about FOS Now what happened
POSITIVE,He is busy with election Champaign Debatey are only after May 23
POSITIVE,Will have wrong impression on modi but Randeep people of India are very smart and already saying it
POSITIVE,All the Best Amethi Ka RahulGandhi RahulGandhi JitendraINC GandhiVadra irobertvadra SheilaDikshit
NEUTRAL,Sahi bat he inko itana bada juth failane ki saja deni chahiye
NEUTRAL,These people should be in jail
NEUTRAL,httpstwittercomkaushaldubey38status1115901183426793473s19 With Her Children at singapore high comission
POSITIVE,The irony vivekagnihotri is that the sahitya amp creative supporters of INCIndia RahulGandhi priyankagandhi are the champions of free speech When they cant tolerate even a wellresearched film like #TashkentFiles how do they have the gall to talk of tolerance amp FOE
POSITIVE,Congress is totally crupt party
NEUTRAL,RahulGandhi INCIndiaLive ZeeNewsHindi narendramodi
NEUTRAL,INCIndia kabhi kabhi ise bhi tweet kar Liya karo RahulGandhi
POSITIVE,Look like bloody mental Show me the video when Modi promised for 15 lakh
NEGATIVE,Narendra Modi is the Prime Minister of India Is it possible that the Prime Minister of India will debate with a Behuda Bakarchod Mand budhi Nasheri and a person on bell in a criminal case like Rahul Gandhi
NEUTRAL,RahulGandhi narendramodi
NEGATIVE,First pay tax Then talk shame On you
NEUTRAL,INCIndia RahulGandhi
NEUTRAL,TIme for RahulGandhi to explain this phenomenon to the people of India
NEUTRAL,M Fahim Sultan Godda JH
POSITIVE,Beautiful song Love it
NEGATIVE,Desperately frustrated Rahul Gandhi amp Congress now clinging to anything amp everything in panic of loosing elections it is visible from the manner in which he is reading SC Judgement which is only on the issue of whether the illegally procured documents can be looked into or not
NEUTRAL,httpsmfacebookcomstoryphpstoryfbid2077662722340321ampid100002898417974 Rojgaar dete hue RahulGandhi
POSITIVE,Grand salute to late Mr Rajeev Gandhi ji for this achievement
NEUTRAL,Aage Aage Dekho hota hai kya
NEUTRAL,You are a idea just get out my India
NEUTRAL,Go for vote
POSITIVE,Yeh kaafi varshon sey challenge karta aa raha hai tatha kai baar muthbhed ho bhi gai hai tatha buri tarha muh ki khai bhi hai Kamjor vyakti aissey hi challenge kartey hain or jab face karney ka mauka aata hai tau phir patli gali sey hi nikaltey hain
NEGATIVE,This thieves might be followers of Rahul Gandhi they didnt know any thing about the ATM amp PASS BOOK UPDATE MACHINE As same as Rahul Gandhi didnt know any thing about NCC DOKLAM amp RAFALE deal
NEGATIVE,This thieves might be followers of Rahul Gandhi they didnt know any thing about the ATM amp PASS BOOK UPDATE MACHINE As same as Rahul Gandhi didnt know any thing about NCC DOKLAM amp RAFALE deal
POSITIVE,Yehan ek ka confidence aur do
NEUTRAL,Kuchh logo ko Rahul Gandhi me neta dikhta hoga par mujhe desh ka sabse bara chor hai jis rahul Gandhi Gandhi ko juta marna chahia
POSITIVE,That was a special category sports quota pistol shooting that was no there in the list of games but made specially for Rahul Gandhi He was the classmate of my friends brother
NEUTRAL,Rahul gandhi soch rha hoga ye bollywood ka promotion kr rhe h
POSITIVE,It is only matter of time that a citizen will get copy of the court order to read After reading if one looks for what Mr Rahul Gandhi claiming to be the court order well one can only say not expected from a aspirant for post of Prime Minister
POSITIVE,They have been looting the for the last so many years If people give them another chancethey will repeat it This incident is an eye opening proof of corrupt practices of Congress Party
NEUTRAL,RahulGandhi at Yelahanka
NEGATIVE,I oncegain lost the regard for congress thinking atleast the younger generation s will have brains Thanks for proving it wrong
NEUTRAL,Yes Rahul Gandhi has committed Contempt of Court not on One but on two statements
NEGATIVE,Chori Mera Kaam Yaro Lootna mera kaam Tu bhi chup mai bhi chup hai naa Dilka rishta Nyay ka scam 281 cr sab dekha 70 saal se lootna samman hai wah Re wah Vikas shoonya Vinash Amethi smriti ka naam Rahulgandhi ko sirf methi
NEUTRAL,#MainBhiChowkidar #DeshKeLiyeModi
NEUTRAL,Na ji Rahul Gandhi na Phir ek baar Modi sarkar Agli baar Rahul sarkar
NEUTRAL,After Seeing All trends about #LokSabhaElections2019 I decided to conduct a poll on #KaunHaiKalKaPM #Congress #BJP #RahulGandhi #NarendraModi #IndiaElects #VoteForIndia #VoteForRightPerson httpwwwhyderabadwallartcom
POSITIVE,Some kinds of hopes from Rahul Gandhi
NEUTRAL,RahulGandhi of Pakistan
NEUTRAL,First try to answer simple questions
POSITIVE,This Chowkidar will not allow others to steal Indias wealth Very good But he should have also assured us that he would not allow himself too to steal It would have been easier for us to ask #RahulGandhi why he says #ChowkidarChorHai
NEGATIVE,Isme galat kya kiyabola hai didi Manoharji ko hero bataaya hai not like your boss Rahul Gandhi who not only made a mockery of his healthcheck visit but also berated our defence forces and tried to implicate the late former RM Be DISGUSTED wi your boss rahulgandhi INCIndia
POSITIVE,Breaking News AlpeshThakor to delete all tweets and RT by him in favour of INCIndia RahulGandhi priyankagandhi
NEGATIVE,Spare us this crap 24x7
POSITIVE,RahulGandhi come on Modi is totally ignorant of corruption How can he debate when u have Ppl like pc who have trained in corruption from many universitied
NEGATIVE,NO we dont agree and moreover the real shock is going to come to Rahul gandhi after review petition hearing is over and final judgement is passed by Supreme Court
NEGATIVE,narendramodi RG Scared to debate 1 Augusta Westland 2national heralad 3 uro fighter lobbying 4 land gotala Etc now tuglag road hawala gotala not spared childern of mp their money looted Shame Without work hw you became millionaire At last choru ko Nazar aatey hai chor
POSITIVE,Anuradhakrish10 I have seen better Cranes in Ponds
NEUTRAL,TheSajalSingh RahulGandhi anaaika1 shilpitewari shilpamishra dhyani3 bjptapi BJP4India
POSITIVE,I agree with you madam you can not speak like RahulGandhi expected you to be in lok sabha house
NEGATIVE,What is disgusting is your berating Armed Forces shedding tears for terrorists standing with #TukdeTukdeGang appeasing minority not rejoicing over UN Yoga Day despite being a Chaturvedi silence over onbail Rahul Gandhi Sonia Gandhi scams antiHindu communal INCIndia
NEGATIVE,RahulGandhi doesnt need to access a public washroom so why bother
POSITIVE,Not interested Pappu You better keep intrest in chota bheem #ModiOnceMore #ModiLaoDeshBanao #PhirEkBarModiSarkar #IsBaarPhirModi #LokSabhaEelctions2019
NEUTRAL,#AmethiKaRahulGandhi Congress President RahulGandhi to file his nomination in Amethi today #AmethiKaRahulGandhi
