id,label,tweet,tidy_tweet
132,,Pappu ji who are you to call Hnble PM for a debate U r just a commoner he doesnt have time for u bro,pappu who are you call hnble for debat just common doesnt have time for bro
133,,Rahul Gandhi ki achhai sirif ghotale heyDesh ajma chuke heyMofi Ji ne paanch saal mey jitna kaam kia Congress 55 saal me ghotale ke siba kuchh nehin KiaAaj bhi MP mey chal raha hey,rahul gandhi achhai sirif ghotal heydesh ajma chuke heymofi paanch saal mey jitna kaam kia congress saal ghotal siba kuchh nehin kiaaaj bhi mey chal raha hey
134,,yadavakhile News18UP drdineshbjp PMOIndia narendramodi INCIndia BJP4India BJP4UP myogiadityanath RahulGandhi Mayawati DrMNPandeyMP ManmohanSingh abpnewshindi ndtvindia,yadavakhil new drdineshbjp pmoindia narendramodi incindia bjp india bjp myogiadityanath rahulgandhi mayawati drmnpandeymp manmohansingh abpnewshindi ndtvindia
135,,Nishant Verma is not political analyst but a perfect Sycophant of Rahul Gandhimore than the cottery which remains all the way around the brain less president of Cong party,nishant verma not polit analyst but perfect sycoph rahul gandhimor than the cotteri which remain all the way around the brain less presid cong parti
136,,Modi ko vote vahi denge jo achchaa khaa kamaa rahe hain,modi vote vahi deng achchaa khaa kamaa rahe hain
137,,Galtat News kyu phailate sir,galtat new kyu phailat sir
138,,Besharm RAHUL GANDHI,besharm rahul gandhi
139,,There is no change in members of Tukde Tukde gang as of now You Your Father Mehbooba are the Sardar of this gang Aab toh Imran bhi samaj gaya tum bhi sudhar jao to accha hai,there chang member tukd tukd gang now you your father mehbooba are the sardar thi gang aab toh imran bhi samaj gaya tum bhi sudhar jao accha hai
140,,Is RaGa listening to what sharad pawar is saying i am sure if RaGa is asked his reaction his response will be pm modi has given 30000 cr to anil ambani this is his one answer to all questions,raga listen what sharad pawar say sure raga ask hi reaction hi respons will modi ha given anil ambani thi hi one answer all question
141,,If you wants your children to away from lie and Robbery pls bycott corrupt Rahul Gandhi,you want your children away from lie and robberi pl bycott corrupt rahul gandhi
142,,#Chowkidar Chor Hai Ye #Baat Ab Sure Hai #RafaleDeal narendramodi INCIndia RahulGandhi laluprasadrjd priyankagandhi LambaAlka kanhaiyakumar MamataOfficial SantoshSevadal ashokgehlot51 shaktisinhgohil ShatruganSinha #RafaleDeal,#chowkidar chor hai #baat sure hai #rafaled narendramodi incindia rahulgandhi laluprasadrjd priyankagandhi lambaalka kanhaiyakumar mamataoffici santoshsevad ashokgehlot shaktisinhgohil shatrugansinha #rafaled
143,,News18India narendramodi ZeeNews timesofindia cnni UN UNPeacekeeping PMOIndia rsprasad ravishndtv sardesairajdeep INCIndia RahulGandhi priyankagandhi smritiirani SushmaSwaraj girirajsinghbjp sherryontopp BBCWorld rajnathsingh AJEnglish India should change,new india narendramodi zeenew timesofindia cnni unpeacekeep pmoindia rsprasad ravishndtv sardesairajdeep incindia rahulgandhi priyankagandhi smritiirani sushmaswaraj girirajsinghbjp sherryontopp bbcworld rajnathsingh ajenglish india should chang
144,,Imran bhai jinda bad,imran bhai jinda bad
145,,PMOIndia RahulGandhi priyankagandhi priyankac19 yadavakhilesh ArvindKejriwal,pmoindia rahulgandhi priyankagandhi priyankac yadavakhilesh arvindkejriw
146,,Rubbish this is to embarrass narendramodi Look at the level of connections RahulGandhi amp INCIndia have with Pakistan Since they are fighting a losing battle Even Gogai have them a boost just before the election Being Son of Congress CMSCofInd SHAME,rubbish thi embarrass narendramodi look the level connect rahulgandhi amp incindia have with pakistan sinc they are fight lose battl even gogai have them boost just befor the elect be son congress cmscofind shame
147,,INCIndia NYAY scheme will be greatest ANYAY for rest of people of the country It is direct bribe to the voter in the eve of coming #OdishaElections2019 Now country wants #CongressMuktBharat amp #PhirEkBaarModiSarkar amp #ModiOnceMore,incindia nyay scheme will greatest anyay for rest peopl the countri direct bribe the voter the eve come #odishaelect now countri want #congressmuktbharat amp #phirekbaarmodisarkar amp #modioncemor
148,,Hain Agar Rahul Gandhi PM ki race mein nahi hai to 2 seat se chunav kyu lad raha hai,hain agar rahul gandhi race mein nahi hai seat chunav kyu lad raha hai
149,,LOL,lol
150,,Arre Bhai sujewala ko sun ki Bhaiarre piche toh kheda bhi h rssurjewala Pawankhera INCIndia kamalnath resignationliar pappu kidhar hRahulGandhi bahot rafale karta helection ke baad Tere pichwade me ghusega,arr bhai sujewala sun bhaiarr pich toh kheda bhi rssurjewala pawankhera incindia kamalnath resignationliar pappu kidhar hrahulgandhi bahot rafal karta helect baad tere pichwad ghusega
151,,Rahul Gandhi The financial viability of NYAY 5 CRORE POOR FAMILIES x 72000PER YEAR 36 LAC crores Narendra Modi Farmers honours 11cr families of5 farmers x5x6000ie30000per year 33 Lacs crores per year Why there is so much noise for viability,rahul gandhi the financi viabil nyay crore poor famili per year lac crore narendra modi farmer honour famili farmer per year lac crore per year whi there much nois for viabil
152,,SC admits stolen docs evidence An imbecile claims this is indictment of narendramodi as guilty By this logic that same out on bail nutjob is thief thousand times over Hope NaMo appoint Swamy39 as Anti Corruption Minister and end the dacoit FAM once for all,admit stolen doc evid imbecil claim thi indict narendramodi guilti thi logic that same out bail nutjob thief thousand time over hope namo appoint swami anti corrupt minist and end the dacoit fam onc for all
153,,What about this Mr Abdullah,what about thi abdullah
154,,You are not just voting for PM you are voting for Behtar Bhaarat You are voting for the future of India #IsbaarRahul #hyderabadvotesforRahul #RahulGandhi #voteforrahul,you are not just vote for you are vote for behtar bhaarat you are vote for the futur india #isbaarrahul #hyderabadvotesforrahul #rahulgandhi #voteforrahul
155,,Ek Hai Ameeron ka Chowkidar Aur Ek hai Gareebon ka Massia #RahulGandhi,hai ameeron chowkidar aur hai gareebon massia #rahulgandhi
156,,May be he was thinking of a movie promotion of Great Grand Masti narendramodi RahulGandhi divyaarorafd BhavikaKapoor5 ahanafatima786 VCDIYC,may wa think movi promot great grand masti narendramodi rahulgandhi divyaarorafd bhavikakapoor ahanafatima vcdiyc
157,,Look who is talking #hawalaking Bhag jaldi Bhag #DynastyMuktAmethi,look who talk #hawalak bhag jaldi bhag #dynastymuktamethi
158,,Gandhi Family Ke Beta Betii Or Jijaa Jii Sab Chor Ajj Ek Sath Gaye Nomination File Karne Pappu Ka Nahi To Pappu Ko To Bahut Khuf He Amati Jane MePura Pajama Fatta Pada He,gandhi famili beta betii jijaa jii sab chor ajj sath gay nomin file karn pappu nahi pappu bahut khuf amati jane mepura pajama fatta pada
159,,zaidicpi Because he is soninlaw of Ameer Haider Zaidi,zaidicpi becaus soninlaw ameer haider zaidi
160,,You are liar #SupremeCourt has not said anything of that sort they have only said docs submitted are original Stop farting now and show the money first,you are liar #supremecourt ha not said anyth that sort they have onli said doc submit are origin stop fart now and show the money first
161,,Who is peoples Politician know their EGO from one weeks twitter data MamBa MamataOfficial follows 32 no retweets AkYa yadavakhilesh follows 21 no retweets RaGa RahulGandhi follows 201 no retweets NaMo narendramodi follows 2159 retweets with comments a true leader,who peopl politician know their ego from one week twitter data mamba mamataoffici follow retweet akya yadavakhilesh follow retweet raga rahulgandhi follow retweet namo narendramodi follow retweet with comment true leader
162,,Ek Hai Ameeron ka Chowkidar Aur Ek hai Gareebon ka Massia #RahulGandhi,hai ameeron chowkidar aur hai gareebon massia #rahulgandhi
163,,Love by force Neither by choice not by chance #DynastyMuktAmethi,love forc neither choic not chanc #dynastymuktamethi
164,,Ek Hai Ameeron ka Chowkidar Aur Ek hai Gareebon ka Massia #RahulGandhi,hai ameeron chowkidar aur hai gareebon massia #rahulgandhi
165,,Maza aa Gaya RahulGandhi,maza gaya rahulgandhi
166,,RahulGandhi KapilSibal KapilMishraIND mssirsa psahibsingh BJYM a lesson for pappu but this mandbudhi will take a time to understand this as her mother has arranged same fund for him from MP kitty and he is in now cant do anything for himself forget country,rahulgandhi kapilsib kapilmishraind mssirsa psahibsingh bjym lesson for pappu but thi mandbudhi will take time understand thi her mother ha arrang same fund for him from kitti and now cant anyth for himself forget countri
167,,NYAY ke mandir me khare hokr INCIndia ke neta KapilSibal 1 ghotalebaaj ki payrwi ki jisne #Bihar ke garib kisan Majdoor ke 950 cr gaban kiya kya Yahi RahulGandhi ka Naya NYAY h BJP4India BJP4Bihar AmitShah nityanandraibjp ramkripalmp,nyay mandir khare hokr incindia neta kapilsib ghotalebaaj payrwi jisn #bihar garib kisan majdoor gaban kiya kya yahi rahulgandhi naya nyay bjp india bjp bihar amitshah nityanandraibjp ramkripalmp
168,,Thank you India for sending in your entries for NYAY Now its your time to vote for the best logo by clicking on the link below INCIndia RahulGandhi priyankagandhi #AbHogaNYAY,thank you india for send your entri for nyay now it your time vote for the best logo click the link below incindia rahulgandhi priyankagandhi #abhoganyay
169,,Who will do the inquiry Your father Go lick feet of Rahul Gandhi You are fit for that,who will the inquiri your father lick feet rahul gandhi you are fit for that
170,,Par darr tum rahey ho yeh kehtey kehtey,par darr tum rahey yeh kehtey kehtey
171,,People want peace and love not hate People want peaceful life and job and income People like truth People hate jumla and lies Choukidar chor hai Choukidar always tell lies Jai ho Congress jindabad Rahul gandhi jindabad,peopl want peac and love not hate peopl want peac life and job and incom peopl like truth peopl hate jumla and lie choukidar chor hai choukidar alway tell lie jai congress jindabad rahul gandhi jindabad
172,,Tu poochega sawal tu sawal poochne k liye Sam pitroda sai pooch k aayega bawli pooch,poochega sawal sawal poochn liy sam pitroda sai pooch aayega bawli pooch
173,,Ek Hai Ameeron ka Chowkidar Aur Ek hai Gareebon ka Massia #RahulGandhi,hai ameeron chowkidar aur hai gareebon massia #rahulgandhi
174,,Tabhi to tum 230 seat se jyada per contest karne ki himmat nahi juta sake,tabhi tum seat jyada per contest karn himmat nahi juta sake
175,,httpsabpnewsabpliveinindianewsloksabhaelectionsrahulgandhitocontestfromtwoseatsamethiupandwayanadkerala1098561amp doo nitywale rahul gandhi doo jagaha se hi namankan kare ga hi kyoki jiska parichay bhi doo hai,httpsabpnewsabpliveinindianewsloksabhaelectionsrahulgandhitocontestfromtwoseatsamethiupandwayanadkerala amp doo nitywal rahul gandhi doo jagaha namankan kare kyoki jiska parichay bhi doo hai
176,,Ye Congress ke ghotalabaj Kya samjenge demonetization Jo khud alag alag scam se Jude hain,congress ghotalabaj kya samjeng demonet khud alag alag scam jude hain
177,,Original photo is here You can find third hand and his face as well source credit BBCHindi,origin photo here you can find third hand and hi face well sourc credit bbchindi
178,,TheSajalSingh anaaika1 ShwetaM78500400 shilpamishra Amritapandey1 ChaudharyV216 NationalistRSS upadhyayricha PansariNeha VandanaJayrajan swetasamadhiya Sarita25148177 Himanshiii shefalitiwari7 BJP4India INCIndia RahulGandhi MehboobaMufti,thesajalsingh anaaika shwetam shilpamishra amritapandey chaudharyv nationalistrss upadhyayricha pansarineha vandanajayrajan swetasamadhiya sarita himanshiii shefalitiwari bjp india incindia rahulgandhi mehboobamufti
179,,#Maharashtrawithambedkar we are always with you sir all set to show narendramodi RahulGandhi that neither we want corruption nor we want communal hatred and social injustice Lets show to all indians how a good leader can make difference by proper use of constitution,#maharashtrawithambedkar are alway with you sir all set show narendramodi rahulgandhi that neither want corrupt nor want commun hatr and social injustic let show all indian how good leader can make differ proper use constitut
